taxi_type,pickup_borough,pickup_zone,rows,observed_tip_rate,predicted_tip_probability,observed_avg_tip,expected_tip,q10_tip,q50_tip,q90_tip
green,Queens,Laurelton,2,0.5,0.1384843,2.04,0.5013505,1.565772,4.20618,5.2455826
green,Bronx,Pelham Parkway,6,0.16666666666666666,0.104529835,0.8333333333333334,0.45351604,1.4878007,4.2175994,5.53928
green,Bronx,Pelham Bay Park,1,0.0,0.046833433,0.0,0.41225955,1.9479754,11.601732,17.865183
green,Bronx,Parkchester,7,0.8571428571428571,0.1034522,2.817142857142857,0.40955192,1.4047391,3.6749845,5.185557
green,Bronx,Soundview/Bruckner,11,0.36363636363636365,0.15941186,0.9490909090909091,0.38099632,1.2400548,2.7227867,3.7289414
green,Bronx,Van Cortlandt Park,11,0.7272727272727273,0.15971296,0.8972727272727273,0.37735307,1.150074,2.7213717,3.5940728
green,Bronx,Mount Hope,13,0.6153846153846154,0.11562656,1.16,0.35781124,1.2721317,3.4134352,4.595887
green,Bronx,Hunts Point,1,0.0,0.11330513,0.0,0.29949728,1.2907494,3.1753895,4.037258
green,Bronx,Co-Op City,1,0.0,0.031554244,0.0,0.2789004,3.79916,11.38337,22.005543
green,Bronx,Westchester Village/Unionport,4,1.0,0.0955293,2.665,0.2697767,1.3861706,3.1568289,4.1829014
yellow,Queens,LaGuardia Airport,12815,0.9516191962543894,0.59975904,10.530161529457667,6.0323734,5.7716975,11.49176,14.013079
yellow,Queens,JFK Airport,16481,0.9244584673260118,0.4811672,12.548291365815182,5.84693,6.5704894,14.29995,17.057953
yellow,Manhattan,Randalls Island,12,0.9166666666666666,0.4885074,12.470833333333333,4.7558074,4.899874,11.977734,14.130649
yellow,Queens,East Elmhurst,1244,0.9397106109324759,0.45195,10.221921221864951,4.489012,5.301815,11.168402,14.054405
yellow,Queens,Flushing Meadows-Corona Park,182,0.8791208791208791,0.3921392,8.962142857142856,3.7712154,4.9900737,11.276644,13.597778
yellow,Queens,Saint Michaels Cemetery/Woodside,25,0.96,0.3243741,12.0976,3.3940918,5.087851,12.944167,15.266022
yellow,Staten Island,Stapleton,1,0.0,0.32334217,0.0,3.0737352,1.0537218,11.346111,27.216578
yellow,Manhattan,World Trade Center,1668,0.9046762589928058,0.59949476,5.043872901678657,2.8087697,2.4441009,5.5581036,6.7846937
yellow,Manhattan,Battery Park City,2219,0.9423163587201442,0.60400784,4.905087877422262,2.7956293,2.492207,5.4954305,6.589753
yellow,Queens,College Point,9,0.4444444444444444,0.33938888,3.4955555555555557,2.6778574,2.798373,6.863203,9.680857
yellow,Manhattan,Financial District North,2018,0.9202180376610506,0.590411,4.827998017839445,2.6760805,2.3381493,5.3188105,6.454441
yellow,Manhattan,Financial District South,963,0.8951194184839044,0.5510194,4.917071651090343,2.590469,2.3496916,5.4466147,6.873971
yellow,Manhattan,Battery Park,125,0.92,0.5605312,4.76672,2.544362,2.338393,5.304035,6.403781
yellow,Queens,Baisley Park,124,0.6209677419354839,0.20943806,9.611290322580645,2.5427873,3.8194208,11.032594,15.28165
yellow,Brooklyn,Red Hook,52,0.5576923076923077,0.30487975,5.291730769230769,2.5166936,3.1945546,7.8994975,11.103603
yellow,Queens,Sunnyside,261,0.7662835249042146,0.28714338,8.405938697318007,2.4314888,4.4493966,10.508386,13.282449
yellow,Queens,Jamaica Bay,1,1.0,0.3085234,11.45,2.378533,5.4288774,8.781969,11.375283
yellow,Manhattan,Times Sq/Theatre District,11841,0.9407989190102187,0.58643764,4.452647580440841,2.3782957,2.3224497,4.7691345,5.8388715
yellow,Manhattan,Seaport,637,0.8963893249607535,0.54099524,4.448037676609105,2.361179,2.2876167,4.996995,6.2280583
